last,first,birth,death,author,title,vol,publisher,date,page,portrait,call_number,name,book,code
Bell,Robert Norman,1864,1935,Idaho State Historical Society,Biennial Report,15,"Boise, Id.",1908-1950,134,,Idaho F741B5,"Bell, Robert Norman","Idaho State Historical Society. Biennial Report, v. 15 (Boise, Id.), 1908-1950. p. 134. ",IHS
Bell,W. F.,1858,1934,Idaho State Historical Society,Biennial Report,14,"Boise, Id.",1908-1950,82,,Idaho F741B5,"Bell, W. F.","Idaho State Historical Society. Biennial Report, v. 14 (Boise, Id.), 1908-1950. p. 82. ",IHS
Bell,Robert J,1861,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,640,,Day-NW Oversize F746I4,"Bell, Robert J","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 640. ",ILLUS
Bell,Matilda,1876,,"Estes, Virginia",Pause for Reflection: Cassia County,,"Provo, J. Grant Stevenson",1977,144,,Day-NW F752C3E74,"Bell, Matilda","Estes, Virginia. Pause for Reflection: Cassia County (Provo, J. Grant Stevenson), 1977. p. 144. ",Pause
Bell,Jennie M.,1894,,"Estes, Virginia",Pause for Reflection: Cassia County,,"Provo, J. Grant Stevenson",1977,94,,Day-NW F752C3E74,"Bell, Jennie M.","Estes, Virginia. Pause for Reflection: Cassia County (Provo, J. Grant Stevenson), 1977. p. 94. ",Pause
Bell,William A,1860,,,"Progressive Men of Bannock, Bear Lake, Bingham, Fremont and Oneida Counties, Idaho",,"Chicago, A. W. Bowen & Co.",1904,48,,Day-NW F745P96,"Bell, William A","Progressive Men of Bannock, Bear Lake, Bingham, Fremont and Oneida Counties, Idaho (Chicago, A. W. Bowen & Co.), 1904. p. 48. ",PROG
Bell,William A,1860,,,Progressive men of Southern Idaho,,"Chicago, W. A. Bowen & Co.",1904,690,,Day-NW F745P97,"Bell, William A","Progressive men of Southern Idaho (Chicago, W. A. Bowen & Co.), 1904. p. 690. ",PROG S
Bell,Florence Ellis,1905,,,Settlers of the Silver Sage,,"Ricks College Press, Rexburg, ID",1992,62,,Day-NW F752.C55S48 1992,"Bell, Florence Ellis","Settlers of the Silver Sage (Ricks College Press, Rexburg, ID), 1992. p. 62. ",Silver
Bell,Park,,1990,,Settlers of the Silver Sage,,"Ricks College Press, Rexburg, ID",1992,63,,Day-NW F752.C55S48 1992,"Bell, Park","Settlers of the Silver Sage (Ricks College Press, Rexburg, ID), 1992. p. 63. ",Silver
Beller,Osea Byron,1873,,"French, Hiram T",History of Idaho,2,Chicago The Lewis Pub. Co.,1914,726,,Day-NW F746F87,"Beller, Osea Byron","French, Hiram T. History of Idaho, v. 2 (Chicago The Lewis Pub. Co.), 1914. p. 726. ",FRENCH
Bellfield,Bill,1879,,"Estes, Virginia",Pause for Reflection: Cassia County,,"Provo, J. Grant Stevenson",1977,451,,Day-NW F752C3E74,"Bellfield, Bill","Estes, Virginia. Pause for Reflection: Cassia County (Provo, J. Grant Stevenson), 1977. p. 451. ",Pause
Bellfield,Nina,1878,,"Estes, Virginia",Pause for Reflection: Cassia County,,"Provo, J. Grant Stevenson",1977,452,,Day-NW F752C3E74,"Bellfield, Nina","Estes, Virginia. Pause for Reflection: Cassia County (Provo, J. Grant Stevenson), 1977. p. 452. ",Pause
Bellmer,Charles H,1867,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,1106,,Day-NW Oversize F746I4,"Bellmer, Charles H","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 1106. ",ILLUS
Belnap,Blanche,,1926,"Hart, Newell","Hometown album : a pictorial history of Franklin County, Idaho, horse and buggy days and early auto era",,"Cache Valley Newsletter Pub. Co.Preston, Idaho",1973,267,p,Day-NW F752.F7H37 1973,"Belnap, Blanche","Hart, Newell. Hometown album : a pictorial history of Franklin County, Idaho, horse and buggy days and early auto era (Cache Valley Newsletter Pub. Co.Preston, Idaho), 1973. p. 267. [includes portrait]",Franklin
Belnap,Joseph,1853,,"French, Hiram T",History of Idaho,3,Chicago The Lewis Pub. Co.,1914,1098,p,Day-NW F746F87,"Belnap, Joseph","French, Hiram T. History of Idaho, v. 3 (Chicago The Lewis Pub. Co.), 1914. p. 1098. [includes portrait]",FRENCH
Beloit,George W,1864,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,361,,Day-NW Oversize F746I4,"Beloit, George W","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 361. ",ILLUS
Belsher,Samuel M,1855,,"Hawley, James H",History of Idaho; The Gem of the Mountains,3,"Chicago, S. J. Clarke Pub. Co.",1920,286,,Day-NW F746H39,"Belsher, Samuel M","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 3 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 286. ",HAWLEY
Belt,Robert,,1984,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,157,p,Day-NW F752E4R35,"Belt, Robert","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 157. [includes portrait]",Crossroads
Belt,Bob,1904,,,Idaho Oldtime Fiddlers,3,The Idaho Oldtime Fiddlers Association,1963-84,53,p,Day-NW F745.R5,"Belt, Bob","Idaho Oldtime Fiddlers, v. 3 (The Idaho Oldtime Fiddlers Association), 1963-84. p. 53. [includes portrait]",Fiddlers
Belt,Mary,1909,,,Idaho Oldtime Fiddlers,3,The Idaho Oldtime Fiddlers Association,1963-84,53,p,Day-NW F745.R5,"Belt, Mary","Idaho Oldtime Fiddlers, v. 3 (The Idaho Oldtime Fiddlers Association), 1963-84. p. 53. [includes portrait]",Fiddlers
Belt,William,,,Fix Ridge Club,"Early and present history of Fix Ridge, Latah County, Idaho, 1877-1964.",,Fix Ridge Club,1964,2,,Day-NW F752.L3E15,"Belt, William","Fix Ridge Club. Early and present history of Fix Ridge, Latah County, Idaho, 1877-1964. (Fix Ridge Club), 1964. p. 2. ",Fix Ridge
Beltz,Dwight,,,"Garrett, Tressa Murdoch","History of the uplands Farnum, Drummond, Squirrel, Lamont, and communities faded into the past, 1896-1990",,Idaho,1992,78,,Day-NW F752.F8G37 1992,"Beltz, Dwight","Garrett, Tressa Murdoch. History of the uplands Farnum, Drummond, Squirrel, Lamont, and communities faded into the past, 1896-1990 (Idaho), 1992. p. 78. ",Upland
Belvail,William R,1861,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,690,,Day-NW Oversize F746I4,"Belvail, William R","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 690. ",ILLUS
Belville,Russell A,1909,,"Beal, Merrill D","History of Idaho, by Merrill Beal and Merle W. Wells",3,"New York, Lewis Historical Pub. Co.",1959,341,,Day-NW F746B335,"Belville, Russell A","Beal, Merrill D. History of Idaho, by Merrill Beal and Merle W. Wells, v. 3 (New York, Lewis Historical Pub. Co.), 1959. p. 341. ",B&W
Belville,Martin,1855,,,"Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties",,Western Historical Pub. Co.,1903,1093,,Day-NW Oversize F746I4,"Belville, Martin","Illustrated History of North Idaho embracing Nez Perces, Idaho, Latah, Kootenai and Shoshone Counties (Western Historical Pub. Co.), 1903. p. 1093. ",ILLUS
Bemiller,Theodore C,1887,,"French, Hiram T",History of Idaho,3,Chicago The Lewis Pub. Co.,1914,1037,,Day-NW F746F87,"Bemiller, Theodore C","French, Hiram T. History of Idaho, v. 3 (Chicago The Lewis Pub. Co.), 1914. p. 1037. ",FRENCH
Bemis,Polly,,1933,Altrusa Club of Boise,Biographies of Idaho Women,,Boise,1979,,,Day-NW F745A4 1979,"Bemis, Polly","Altrusa Club of Boise. Biographies of Idaho Women (Boise), 1979. ",Altrusa
Bemis,Polly,1853,1933,"Beck, Richard J",100 Famous Idahoans,,"Moscow, ID",1989,8,p,Day-NW F745B421989,"Bemis, Polly","Beck, Richard J. 100 Famous Idahoans (Moscow, ID), 1989. p. 8. [includes portrait]",Beck
Bemis,Polly,,1933,"Chedsey, Zona & Frei, Carolyn",Idaho County Voices: A people's history from the pioneers to the present,,Idaho county centennial committee,1990,303,p,Day-NW F752.I2I32 1990,"Bemis, Polly","Chedsey, Zona & Frei, Carolyn. Idaho County Voices: A people's history from the pioneers to the present (Idaho county centennial committee), 1990. p. 303. [includes portrait]",Idaho County
Bemis,Polly (Lalu Nathoy)(Mrs. Charles A.),1853,1933,Idaho State Historical Society,Biennial Report,14,"Boise, Id.",1908-1950,82,,Idaho F741B5,"Bemis, Polly (Lalu Nathoy)(Mrs. Charles A.)","Idaho State Historical Society. Biennial Report, v. 14 (Boise, Id.), 1908-1950. p. 82. ",IHS
Bemis,Polly (Lalu Nathoy)(Mrs. Charles A.),1853,1933,,Northwest Herstory Engagement Calendar,,Boise,1983,,,Day-NW F851N6,"Bemis, Polly (Lalu Nathoy)(Mrs. Charles A.)","Northwest Herstory Engagement Calendar (Boise), 1983. ",Northwest Herstory
Bemis,Polly (Lalu Nathoy)(Mrs. Charles A.),1853,1933,"Penson-Ward, Betty",Who's Who Of Idaho Women of the Past,,"Boise, ID, Idaho Commission on Women's Programs",1981,2,,Idaho F745P4 1981,"Bemis, Polly (Lalu Nathoy)(Mrs. Charles A.)","Penson-Ward, Betty. Who's Who Of Idaho Women of the Past (Boise, ID, Idaho Commission on Women's Programs), 1981. p. 2. ",Penson-Ward
Benedict,Ernest Richard,1857,,"Defenbach, Byron","Idaho, the place and its people",3,"Chicago, The American Historical Society, Inc.",1933,327,,Day-NW F746D36,"Benedict, Ernest Richard","Defenbach, Byron. Idaho, the place and its people, v. 3 (Chicago, The American Historical Society, Inc.), 1933. p. 327. ",DEFENBACH
Benedict,Samuel G,1864,,,Illustrated History of the State of Idaho,,"Chicago, The Lewis Pub. Co.",1899,329,,Day-NW Oversize F746I42,"Benedict, Samuel G","Illustrated History of the State of Idaho (Chicago, The Lewis Pub. Co.), 1899. p. 329. ",IDAHO
Benham,John L,1855,,"Hawley, James H",History of Idaho; The Gem of the Mountains,4,"Chicago, S. J. Clarke Pub. Co.",1920,270,,Day-NW F746H39,"Benham, John L","Hawley, James H. History of Idaho; The Gem of the Mountains, v. 4 (Chicago, S. J. Clarke Pub. Co.), 1920. p. 270. ",HAWLEY
Benham,John,1857,,,Progressive men of Southern Idaho,,"Chicago, W. A. Bowen & Co.",1904,930,,Day-NW F745P97,"Benham, John","Progressive men of Southern Idaho (Chicago, W. A. Bowen & Co.), 1904. p. 930. ",PROG S
Benham,Richard,1826,,,Progressive men of Southern Idaho,,"Chicago, W. A. Bowen & Co.",1904,924,,Day-NW F745P97,"Benham, Richard","Progressive men of Southern Idaho (Chicago, W. A. Bowen & Co.), 1904. p. 924. ",PROG S
Benham,William,1863,,,Progressive men of Southern Idaho,,"Chicago, W. A. Bowen & Co.",1904,925,,Day-NW F745P97,"Benham, William","Progressive men of Southern Idaho (Chicago, W. A. Bowen & Co.), 1904. p. 925. ",PROG S
Benner,Daniel B.,,1955,,Settlers of the Silver Sage,,"Ricks College Press, Rexburg, ID",1992,64,p,Day-NW F752.C55S48 1992,"Benner, Daniel B.","Settlers of the Silver Sage (Ricks College Press, Rexburg, ID), 1992. p. 64. [includes portrait]",Silver
Benner,Martha Meacham,,,"Yarber, Esther",Stanley-Sawtooth country,,"Publishers Press, Salt Lake city, Utah",1976,211,p,Day-NW F752.C9Y33,"Benner, Martha Meacham","Yarber, Esther. Stanley-Sawtooth country (Publishers Press, Salt Lake city, Utah), 1976. p. 211. [includes portrait]",Stanley
Bennett,David,1829,1875,"Ingle, Gerald",Gleanings from Big Bear Ridge,,"Moscow, Latah County Historical Society",1982,67,p,Day-NW F752B5G7,"Bennett, David","Ingle, Gerald. Gleanings from Big Bear Ridge (Moscow, Latah County Historical Society), 1982. p. 67. [includes portrait]",Bear
Bennett,Mary Garnett,,1873,"Ingle, Gerald",Gleanings from Big Bear Ridge,,"Moscow, Latah County Historical Society",1982,67,p,Day-NW F752B5G7,"Bennett, Mary Garnett","Ingle, Gerald. Gleanings from Big Bear Ridge (Moscow, Latah County Historical Society), 1982. p. 67. [includes portrait]",Bear
Bennett,Agnes Cecilia Vaughn,1881,1918,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,280,,Day-NW F752B6B56 1990,"Bennett, Agnes Cecilia Vaughn","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 280. ",Bingham
Bennett,Fred,,1924,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,281,p,Day-NW F752B6B56 1990,"Bennett, Fred","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 281. [includes portrait]",Bingham
Bennett,Thomas J,1872,1939,,Bingham County History,,"Blackfoot, Bingham Co. Historical Society",1990,281,p,Day-NW F752B6B56 1990,"Bennett, Thomas J","Bingham County History (Blackfoot, Bingham Co. Historical Society), 1990. p. 281. [includes portrait]",Bingham
Bennett,Aubrey R.,1913,,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,196,,Day-NW F752B73H57 1987,"Bennett, Aubrey R.","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 196. ",Boundary
Bennett,Martin,1903,1982,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,197,p,Day-NW F752B73H57 1987,"Bennett, Martin","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 197. [includes portrait]",Boundary
Bennett,Lyle,1927,1984,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,197,,Day-NW F752B73H57 1987,"Bennett, Lyle","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 197. ",Boundary
Bennett,Thomas Rawlin,1948,,,"History of Boundary County, Idaho",,"Bonners Ferry, Boundary County Historical Society",1987,197,p,Day-NW F752B73H57 1987,"Bennett, Thomas Rawlin","History of Boundary County, Idaho (Bonners Ferry, Boundary County Historical Society), 1987. p. 197. [includes portrait]",Boundary
Bennett,Elmer John,1892,,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,157,p,Day-NW F752E4R35,"Bennett, Elmer John","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 157. [includes portrait]",Crossroads
Bennett,Frederick W.,1886,,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,158,p,Day-NW F752E4R35,"Bennett, Frederick W.","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 158. [includes portrait]",Crossroads
Bennett,James Gordon,1896,,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,159,p,Day-NW F752E4R35,"Bennett, James Gordon","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 159. [includes portrait]",Crossroads
Bennett,Joseph Samuel,1880,1951,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,160,,Day-NW F752E4R35,"Bennett, Joseph Samuel","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 160. ",Crossroads
Bennett,Richard H.,1850,1917,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,160,p,Day-NW F752E4R35,"Bennett, Richard H.","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 160. [includes portrait]",Crossroads
Bennett,"Richard  ""Dick""",1882,1959,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,160,,Day-NW F752E4R35,"Bennett, Richard  ""Dick""","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 160. ",Crossroads
Bennett,Robert Winston,1913,1981,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,161,,Day-NW F752E4R35,"Bennett, Robert Winston","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 161. ",Crossroads
Bennett,Walter D.,,1974,"Ransel, Sandra and Durand Charles",Crossroads: A history of the elmore county area,,"Elmore county historical research team, Mtn Home, Idaho",1985,161,p,Day-NW F752E4R35,"Bennett, Walter D.","Ransel, Sandra and Durand Charles. Crossroads: A history of the elmore county area (Elmore county historical research team, Mtn Home, Idaho), 1985. p. 161. [includes portrait]",Crossroads
Bennett,Calvin W,1881,,"Defenbach, Byron","Idaho, the place and its people",2,"Chicago, The American Historical Society, Inc.",1933,449,,Day-NW F746D36,"Bennett, Calvin W","Defenbach, Byron. Idaho, the place and its people, v. 2 (Chicago, The American Historical Society, Inc.), 1933. p. 449. ",DEFENBACH
Bennett,Dora,,,,Idaho Oldtime Fiddlers,3,The Idaho Oldtime Fiddlers Association,1963-84,140,p,Day-NW F745.R5,"Bennett, Dora","Idaho Oldtime Fiddlers, v. 3 (The Idaho Oldtime Fiddlers Association), 1963-84. p. 140. [includes portrait]",Fiddlers
Bennett,John James,,,"Flenner, John D.",Syringa Blossoms,1,"Caldwell, Id., Caxton",191-?,95,p,Day-NW F745F55,"Bennett, John James","Flenner, John D.. Syringa Blossoms, v. 1 (Caldwell, Id., Caxton), 191-?. p. 95. [includes portrait]",Flenner
Bennett,Thomas Warren,1831,1893,,"Governors and Secretaries of Idaho Territory together with other matters relating to early Idaho history, compiled bv and under the direction of George H. Curtis, Secretary Of State",,"Boise, Id.",1942,10,,Idaho F745 1942,"Bennett, Thomas Warren","Governors and Secretaries of Idaho Territory together with other matters relating to early Idaho history, compiled bv and under the direction of George H. Curtis, Secretary Of State (Boise, Id.), 1942. p. 10. ",GASIT
